time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,phase_a_power_W,phase_b_power_W,phase_c_power_W,electrical_conversion_power_W,speed_rad_s,electromagnetic_torque_Nm,mechanical_power_W,power_residual_W
0.0292,-4.114430034024086,0.0,4.114430034024086,96.4916716889167,-86.1564247218139,-95.36199583534955,-397.0082320300705,-0.0,-392.360259769442,-789.3684917995124,241.43551527023587,-3.2694795996188954,-789.3684917995125,1.1368683772161603e-13
0.029400000000000003,-5.108469461062388,0.0,5.108469461062388,96.3357886879894,-79.24164188456302,-96.99872688674458,-492.1284345199533,-0.0,-495.5150340628658,-987.6434685828192,241.0283460761542,-4.097623722110958,-987.6434685828192,0.0
0.0296,-5.425793127181019,0.0,5.425793127181019,96.20407609838206,-70.96146574223489,-97.51729261613987,-521.9834149014011,-0.0,-529.1086560579521,-1051.0920709593534,240.6386728890695,-4.367926644292496,-1051.0920709593531,-2.2737367544323206e-13
0.0298,-4.6930714638848645,0.0,4.6930714638848645,96.08867518129627,-61.66739765684987,-97.2769818941913,-450.9510194958433,-0.0,-456.5278278204738,-907.4788473163171,240.2249285268426,-3.7776214686849867,-907.4788473163171,0.0
0.030000000000000002,-5.698223865486599,0.0,5.698223865486599,96.00392293048453,-51.820712868881145,-96.65832815046771,-547.0518448228231,-0.0,-550.7807922650303,-1097.8326370878535,239.82706266246495,-4.5776011468436915,-1097.8326370878535,0.0
0.0302,-4.225613699766712,0.0,4.225613699766712,95.92597343534159,-41.87225951829791,-95.95240570603234,-405.34610751183715,-0.0,-405.4578000769839,-810.8039075888211,239.42713597634588,-3.386432804629648,-810.8039075888211,0.0
0.0304,-5.188480257055981,0.0,5.188480257055981,95.82347088199735,-32.20277491668948,-95.35753352951409,-497.17818683382194,-0.0,-494.7606800794376,-991.9388669132595,239.02130990221127,-4.150001802429594,-991.9388669132594,-1.1368683772161603e-13
0.030600000000000002,-5.388282003136208,0.0,5.388282003136208,95.67202022909981,-23.05819717644239,-94.97719604098538,-515.5078248041417,-0.0,-511.763916135981,-1027.2717409401228,238.63344084975347,-4.304810496308042,-1027.271740940123,2.2737367544323206e-13
0.0308,-4.611393680181163,0.0,4.611393680181163,95.431450079351,-14.505334899301289,-94.7985328831069,-440.0719857864433,-0.0,-437.1533554276053,-877.2253412140485,238.2237527252124,-3.6823588377684366,-877.2253412140485,0.0
0.031,-5.540664514528574,0.0,5.540664514528574,95.11500189064658,-6.4510076742677445,-94.77683452909997,-527.0003157748238,-0.0,-525.1266438747307,-1052.1269596495545,237.8260929624144,-4.423934087904437,-1052.1269596495545,0.0
0.031200000000000002,-4.02722559907099,0.0,4.02722559907099,94.75259512741889,1.3295398483304046,-94.82535212887213,-381.59007667555045,0.0,-381.8830855343146,-763.473162209865,237.43415482459022,-3.2155153194952,-763.473162209865,0.0
0.031400000000000004,-4.902359415224537,0.0,4.902359415224537,94.39914623749806,9.120261113027126,-94.85592948077735,-462.77854334655655,0.0,-465.0178589799636,-927.7964023265201,237.0251179669303,-3.9143378992262163,-927.7964023265201,0.0
0.0316,-5.80980586214495,0.0,5.80980586214495,94.14989302577841,17.18789378190274,-94.82897892814186,-546.9926004214874,0.0,-550.9379576779386,-1097.930558099426,236.63239252256844,-4.639815142784023,-1097.930558099426,0.0
0.0318,-4.234271315770217,0.0,4.234271315770217,94.07034145080486,25.706470447296592,-94.71603859830961,-398.3193484698531,0.0,-401.05340538020704,-799.3727538500601,236.23240969481157,-3.3838403243770365,-799.3727538500601,0.0
0.032,-5.128112592677982,0.0,5.128112592677982,94.19785393780928,34.70772640487833,-94.5286823118915,-483.05720098172105,0.0,-484.7537261328672,-967.8109271145883,235.82710174745847,-4.103900357266797,-967.8109271145881,-1.1368683772161603e-13
0.0322,-5.884439425439661,0.0,5.884439425439661,94.50887115369773,44.06413532791567,-94.30388783820514,-556.1317274706159,0.0,-554.9255155673741,-1111.05724303799,235.43691632156606,-4.71912926994201,-1111.05724303799,0.0
0.0324,-4.449768596760453,0.0,4.449768596760453,94.86953378957962,53.491781068869955,-94.06071085385518,-422.1474722461761,0.0,-418.5483973464499,-840.695869592626,235.02817413889426,-3.577000385901825,-840.6958695926261,1.1368683772161603e-13
0.032600000000000004,-5.349974187854262,0.0,5.349974187854262,95.07684709899564,62.615559719385054,-93.83322709843887,-508.6586778421931,0.0,-502.00534293971504,-1010.6640207819081,234.62423429004596,-4.307585803487419,-1010.6640207819081,0.0
0.0328,-4.952586101568123,0.0,4.952586101568123,94.84693134327728,71.02432419278135,-93.63561206972123,-469.737593947101,0.0,-463.73843094832574,-933.4760248954267,234.2328563576122,-3.9852480109376858,-933.4760248954267,0.0
0.033,-4.644573088838633,0.0,4.644573088838633,93.84152660961063,78.331660469261,-93.45254229711468,-435.853829106532,0.0,-434.04716303673285,-869.9009921432648,233.8204331807111,-3.7203805514762296,-869.9009921432648,0.0
0.0332,-5.479604743067185,0.0,5.479604743067185,91.76385470861122,84.27297977333444,-93.28912992597962,-502.8296535034341,0.0,-511.1875588190088,-1014.0172123224429,233.42302376838595,-4.344118227722907,-1014.0172123224428,-1.1368683772161603e-13
0.0334,-4.141728762022432,-0.8128374052255983,4.95456616724803,88.37020931440736,88.71560922862938,-93.13553703749997,-366.00543762342363,-72.11136560840724,-461.4461807744732,-899.5629840063041,233.0394452039531,-3.8601318468597374,-899.5629840063041,0.0
0.033600000000000005,0.0,-4.934564249680007,4.934564249680007,83.51119259586642,91.6581410026088,-92.96294572725981,0.0,-452.2929857836026,-458.731628530679,-911.0246143142816,232.60656266747995,-3.9165903311878028,-911.0246143142817,1.1368683772161603e-13
0.033800000000000004,0.0,-4.582650908972167,4.582650908972167,77.23499265316765,93.29407316285796,-92.80470712584552,0.0,-427.53416918148685,-425.29157546715174,-852.8257446486386,232.1974797592115,-3.672846688659231,-852.8257446486386,0.0
