time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V,mechanical_angle_rad,hall_a,hall_b,hall_c,hall_code,hall_decoded_sector,hall_transition_class,hall_legal_event,hall_direction,hall_enable,hall_fault
0.0466,0.0,-1.082020490618931,1.082020490618931,9.584910358828907,27.020357452963196,-27.132657994945877,67.6847004537894,-0.8657004012811678,0.0,1.0,-1.0,-14.358939370179755,48.0,-33.641060629820245,2.9508231756386647,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0468,0.0,-1.2648655706544587,1.2648655706544587,8.819777847431352,26.955382630549906,-27.098147505191896,67.59078144110875,-1.0115351203714606,0.0,1.0,-1.0,-15.108839715247651,48.0,-32.89116028475235,2.964350966886038,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.047,0.0,-1.439190015196863,1.439190015196863,8.067572363767741,26.889749337576717,-27.056554633379946,67.48262232546271,-1.150503334878271,0.0,1.0,-1.0,-15.849024988330646,48.0,-32.15097501166935,2.977858538876096,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0472,0.0,-1.604963392368858,1.604963392368858,7.329642960840296,26.82384446845862,-27.007972368044896,67.36090934047053,-1.2826147421882501,0.0,1.0,-1.0,-16.578293089366568,48.0,-31.421706910633432,2.9913431122279253,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0474,0.0,-1.7621704645125196,1.7621704645125196,6.606942703027672,26.757894527630505,-26.95252692068851,67.22632742670855,-1.407884707311037,0.0,1.0,-1.0,-17.295741100443326,48.0,-30.704258899556674,3.004802044687434,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0476,0.0,-1.9108068288252067,1.9108068288252067,5.900038306842968,26.691985364384966,-26.890385003464708,67.07955987958026,-1.5263302172424633,0.0,1.0,-1.0,-18.00076187361716,48.0,-29.999238126382835,3.018232830826797,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0478,0.0,-2.0508756311384815,2.0508756311384815,5.209127514830281,26.626083591174257,-26.821760229580132,66.9212883289325,-1.637967277170457,0.0,1.0,-1.0,-18.69303416596678,48.0,-29.306965834033218,3.031633101709028,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.048,0.0,-2.182385332428797,2.182385332428797,4.534063404692941,26.56005889111795,-26.746918327534168,66.75219291136169,-1.7428096385175258,0.0,1.0,-1.0,-19.372506877098953,48.0,-28.62749312290105,3.0450006245700094,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0482,0.0,-2.3053484715309254,2.3053484715309254,3.8743847064278434,26.493706471838514,-26.666180908617452,66.57295250923666,-1.8408687086889652,0.0,1.0,-1.0,-20.03937807518269,48.0,-27.960621924817314,3.0583333025435784,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0484,0.0,-2.419781336347005,2.419781336347005,3.22935110278454,26.426768993098996,-26.579927584172815,66.38424494708447,-1.932154461971089,0.0,1.0,-1.0,-20.69406960167855,48.0,-27.30593039832145,3.0716291744318522,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0486,0.0,-2.5257044303168907,2.5257044303168907,2.5979824239416325,26.35895738078934,-26.488596292349072,66.18674705515178,-2.0166771503732015,0.0,1.0,-1.0,-21.3371981202785,48.0,-26.662801879721496,3.084886414502872,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0488,0.0,-2.623143601488485,2.623143601488485,1.9791006160378544,26.28997003529445,-26.392681760655325,65.98113453070687,-2.094449602161319,0.0,1.0,-1.0,-21.969543521281707,48.0,-26.030456478718293,3.098103332281713,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.049,0.0,-2.712131688389297,2.712131688389297,1.371373364274654,26.219510043923425,-26.292732097729186,65.76808154904111,-2.1654898939776714,0.0,1.0,-1.0,-22.592015608822464,48.0,-25.407984391177536,3.111278372289452,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0492,0.0,-2.7927105299961466,2.7927105299961466,0.7733582828766135,26.147300110820748,-26.1893435726515,65.54826009726973,-2.229824189117985,0.0,1.0,-1.0,-23.20561998620801,48.0,-24.79438001379199,3.1244101136768814,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0494,0.0,-2.8649331861467044,2.8649331861467044,0.18354664347084942,26.07309501986104,-26.083153700399482,65.32233902412223,-2.2874895488420375,0.0,1.0,-1.0,-23.81142401625993,48.0,-24.18857598374007,3.137497269696551,0.0,1.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0
0.0496,-0.7595676561949194,-2.54908292189401,3.3086505780889293,-0.39959514852811917,25.99673552677633,-25.974876742967794,65.09109293281179,-2.33374643308134,-1.0,1.0,0.0,-48.0,48.0,0.0,-3.1326466164326594,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0
0.0498,-1.8177621353264892,-2.075729747959866,3.893491883286355,-0.9776114342734797,25.91857521925478,-25.865712080654966,64.85644977275722,-2.354905844147271,-1.0,1.0,0.0,-48.0,48.0,0.0,-3.119651826943313,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0
0.05,-2.8200538322967983,-1.6223024469060656,4.442356279202864,-1.5520684125745359,25.839261822992363,-25.75710754439252,64.62092622651224,-2.3516287759182255,-1.0,1.0,0.0,-48.0,48.0,0.0,-3.106704094849889,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0
