time_s,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,speed_rpm,electromagnetic_torque_Nm,phase_cmd_a,phase_cmd_b,phase_cmd_c
0.012,0.0,4.925338646333698,-4.925338646333698,-85.77640214715142,114.85910271071839,-116.39774670829026,287.3117077958244,2743.624710232782,3.9643991761110176,0.0,1.0,-1.0
0.0125,0.0,4.091926951044371,-4.091926951044371,-108.8860923530813,114.62978908292247,-109.07130651207169,286.82137132418814,2738.9423418384326,3.191423769495503,0.0,1.0,-1.0
0.013000000000000001,-5.811011053965832,5.811011053965832,0.0,-115.9383718425247,114.4210976829586,-85.89581545907839,286.22033109003183,2733.2028303826473,4.676891465747134,-1.0,1.0,0.0
0.0135,-4.896527680421761,4.896527680421761,0.0,-114.60694086604533,114.45547007481537,-51.92472290237458,285.7150760676444,2728.37800032255,3.9256256657962356,-1.0,1.0,0.0
0.014,-4.09642979738313,4.09642979738313,0.0,-113.49097544123421,114.28555272485886,-19.152466296126192,285.2288884171846,2723.7352502520944,3.271304538267258,-1.0,1.0,0.0
0.0145,-5.61949347244043,5.61949347244043,0.0,-113.90508295859541,113.43058258707465,9.227559704658391,284.7203976892165,2718.879521479744,4.486897668572547,-1.0,1.0,0.0
0.015,-4.904814251821918,4.904814251821918,0.0,-113.93404251891671,113.44609998216951,39.87514568150135,284.21353973375733,2714.0393845363374,3.924012081075961,-1.0,1.0,0.0
0.0155,-4.136058156343146,4.136058156343146,0.0,-113.4827466665146,114.93074720884428,73.99831561182242,283.729751239421,2709.41954471926,3.329687811148208,-1.0,1.0,0.0
0.016,-5.66575595779075,5.66575595779075,0.0,-113.19432876018287,111.73439536569406,101.3904956068048,283.22814700874824,2704.6295771520176,4.499521930477822,-1.0,1.0,0.0
0.0165,-4.679233974101583,0.0,4.679233974101583,-112.98885932056284,94.79685713909657,113.44159804541198,282.70106810569206,2699.5963443827673,3.747849613649537,-1.0,0.0,1.0
0.017,-4.277115847967411,0.0,4.277115847967411,-112.94862915118962,64.21831518860544,113.91897603164068,282.222851779678,2695.029714853624,3.4382014900600906,1.0,0.0,-1.0
0.0175,-5.616309384008428,0.0,5.616309384008428,-112.95158517369643,30.730348977533062,112.1830686893801,281.7137521845916,2690.168171828579,4.48833562206852,-1.0,0.0,1.0
0.018000000000000002,-5.088965832881113,0.0,5.088965832881113,-112.31600659662409,1.9031588245614026,112.21195088289402,281.20678605058924,2685.327001856179,4.063255799005839,-1.0,0.0,1.0
0.0185,-4.589927371080115,0.0,4.589927371080115,-111.7125806516638,-26.24981286321349,112.53675912560819,280.7081590438947,2680.565464683706,3.666755487607307,-1.0,0.0,1.0
0.019,-4.076190226067776,0.0,4.076190226067776,-112.84003803440588,-58.779627423530556,112.18841049543045,280.2203976501406,2675.907686471785,3.273347587029427,-1.0,0.0,1.0
0.0195,-5.782551321843212,0.0,5.782551321843212,-112.86318225652107,-89.81401443467664,111.80581191636082,279.7227325356513,2671.1553346932624,4.6444562351256256,-1.0,0.0,1.0
0.02,0.0,-3.441932245595046,3.441932245595046,-103.06735017659197,-108.47601904798307,111.56685862495674,279.1573290224583,2665.756128855291,2.713067497558292,0.0,-1.0,1.0
0.0205,0.0,-5.332117567350096,5.332117567350096,-78.49572295690145,-112.95703642415076,111.40678284937685,278.6234687124163,2660.658138419466,4.293731133829741,0.0,-1.0,1.0
0.021,0.0,-4.8853141181462645,4.8853141181462645,-45.737112196523405,-111.31407092556736,111.45300421025372,278.12715228530817,2655.9186656567476,3.9129122355619224,0.0,-1.0,1.0
0.021500000000000002,0.0,-4.553451658356696,4.553451658356696,-15.315651295522551,-110.49640528850406,111.19295622201687,277.6298826049048,2651.1700899955927,3.6359623155071885,0.0,-1.0,1.0
0.022,0.0,-4.269290008404499,4.269290008404499,11.44976296627663,-110.92351811868663,110.3579770769661,277.13362319964244,2646.4311617513913,3.408878596456163,0.0,-1.0,1.0
0.0225,0.0,-4.003380644844195,4.003380644844195,40.854376789371685,-110.88726773084169,110.5058902501834,276.6399494321726,2641.7169245293344,3.2038795748098545,0.0,-1.0,1.0
