time_s,command_step,ia_A,ib_A,ic_A,ea_V,eb_V,ec_V,speed_rad_s,torque_Nm,cmd_a,cmd_b,cmd_c,vab_V,vbc_V,vca_V
0.0043,4,-7.310826875832481,10.117395060580579,-2.806568184748098,0.03611678018747195,3.163301023202309,-3.1652787345651947,-7.926138117118087,-5.125307257082533,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0044,4,-7.772106758421159,9.308671829505,-1.5365650710838412,0.04169691257096108,3.2570938279950146,-3.2593763576790935,-8.161458744585703,-4.288864241905417,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0045,4,-8.227263088575906,8.50799624005058,-0.2807331514746745,0.047424872030939695,3.334268243955154,-3.336863359878788,-8.355162170381186,-3.460678842753078,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0046,4,-8.676381498117186,7.71583847284439,0.9605430252727962,0.05321699259303017,3.3949949784998683,-3.3979058162291724,-8.507670190287227,-2.6411069899774517,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0047,4,-9.119544406809718,6.9326552905540355,2.1868891162556823,0.05898603141848089,3.439451896761556,-3.4426767714717763,-8.619422293573862,-1.8305004391341837,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0048,4,-9.556830995754149,6.158889939328865,3.3979410564252843,0.06464244254037058,3.4678238982472767,-3.471356190208361,-8.690875446295186,-1.0292064539247605,-1.0,0.0,1.0,0.0,-48.0,48.0
0.0049,4,-9.988317211201082,5.394972069747188,4.593345141453893,0.07009560928791728,3.4803027884338857,-3.484130899632816,-8.722503858953218,-0.2375674978967386,-1.0,0.0,1.0,0.0,-48.0,48.0
0.005,5,-10.414075797358773,4.641317676712728,5.772758120646045,0.07525503346122502,3.4770871456337744,-3.4811945248277487,-8.714798738959956,0.544079065377375,0.0,-1.0,1.0,48.0,-48.0,0.0
0.0051,5,-9.71507776580043,3.3387785591026486,6.376299206697781,0.08003393302760743,3.4584859981814335,-3.4628513651683943,-8.668528238370778,1.3047882047786385,0.0,-1.0,1.0,48.0,-48.0,0.0
0.0052,5,-9.025673511180436,2.0548789485521564,6.970794562628279,0.08434911401999635,3.424831015016118,-3.429428579646693,-8.584517496281903,2.0536432609701736,0.0,-1.0,1.0,48.0,-48.0,0.0
0.0053,5,-8.345720756373026,0.7898826079181036,7.555838148454923,0.08811903217377214,3.376363678681477,-3.381163255459473,-8.46336589123922,2.7903801517370166,0.0,-1.0,1.0,48.0,-48.0,0.0
0.0054,5,-7.675077254421317,-0.4559596877485786,8.131036942169896,0.09126661698041251,3.3133304359765354,-3.3182977131078593,-8.30568557498633,3.514751970070334,0.0,-1.0,1.0,48.0,-48.0,0.0
0.0055,5,-7.01360090637611,-1.6824100881933586,8.696010994569468,0.09372016293522661,3.235982334843207,-3.2410791910539283,-8.112100622893625,4.226528616765262,0.0,-1.0,1.0,48.0,-48.0,0.0
0.0056,5,-6.361149898172549,-2.8892435837506594,9.250393481923208,0.09541416302313112,3.144574670754879,-3.1497595355802055,-7.883246202727807,4.925496434276401,0.0,-1.0,1.0,48.0,-48.0,0.0
